Time,Postmile (Abs),Postmile (CA),VDS,Flow,# Lane Points,% Observed
2:00,0.11,6.12,716272,200,216,100.00
2:00,0.56,R6.56,716273,415,216,83.33
2:00,1.16,R7.16,717367,1142,360,63.33
2:00,1.55,R7.55,717369,968,288,75.00
2:00,1.81,R7.81,718130,739,288,100.00
2:00,2.27,R8.27,717376,708,288,100.00
2:00,2.58,R8.58,717373,695,288,100.00
2:00,3.11,R9.11,717379,911,288,74.65
2:00,3.67,R9.67,717381,861,288,100.00
2:00,4.13,R10.13,717383,965,288,100.00
2:00,4.48,R10.48,717387,831,288,100.00
2:00,5.03,R11.03,717390,1258,360,60.00
2:00,5.40,R11.4,773381,1051,360,100.00
2:00,5.78,R11.78,717393,651,216,0.00
2:00,6.20,R12.2,717396,1030,360,96.67
2:00,6.57,R12.57,716296,1189,360,80.00
2:00,7.26,R13.26,717402,1073,288,100.00
2:00,7.69,R13.69,717406,1177,288,100.00
2:00,8.21,R14.21,765467,1130,360,100.00
2:00,8.59,R14.59,718326,1076,288,100.00
2:00,8.80,R14.8,717418,1114,288,100.00
2:00,9.22,R15.22,717420,1156,360,100.00
2:00,9.54,R15.54,768898,1000,360,96.67
2:00,9.76,R15.76,717426,1396,360,79.72
2:00,10.22,R16.22,716312,1317,432,88.66
2:00,10.80,R16.8,716313,806,216,100.00
2:00,11.37,R17.37,766209,1621,360,70.00
2:00,11.96,R17.96,717431,1096,288,87.50
2:00,12.21,R18.21,717434,1220,288,100.00
2:00,12.54,R18.54,717436,1326,288,100.00
2:00,12.77,R18.77,717439,1255,288,70.83
2:00,13.11,R19.11,717441,1126,288,0.00
2:00,13.41,R19.41,759980,1032,288,100.00
2:00,13.50,R19.5,768223,1232,288,70.83
2:00,14.21,R20.21,717443,1007,288,75.00
2:00,14.70,R20.7,773363,1026,288,100.00
3:00,0.11,6.12,716272,192,216,100.00
3:00,0.56,R6.56,716273,410,216,83.33
3:00,1.16,R7.16,717367,1174,360,63.33
3:00,1.55,R7.55,717369,969,288,75.00
3:00,1.81,R7.81,718130,761,288,100.00
3:00,2.27,R8.27,717376,718,288,100.00
3:00,2.58,R8.58,717373,711,288,100.00
3:00,3.11,R9.11,717379,953,288,72.57
3:00,3.67,R9.67,717381,906,288,100.00
3:00,4.13,R10.13,717383,1118,288,100.00
3:00,4.48,R10.48,717387,886,288,100.00
3:00,5.03,R11.03,717390,1304,360,60.00
3:00,5.40,R11.4,773381,1120,360,100.00
3:00,5.78,R11.78,717393,700,216,0.00
3:00,6.20,R12.2,717396,1117,360,96.67
3:00,6.57,R12.57,716296,1305,360,80.00
3:00,7.26,R13.26,717402,1144,288,100.00
3:00,7.69,R13.69,717406,1342,288,100.00
3:00,8.21,R14.21,765467,1337,360,100.00
3:00,8.59,R14.59,718326,1303,288,100.00
3:00,8.80,R14.8,717418,1369,288,100.00
3:00,9.22,R15.22,717420,1419,360,100.00
3:00,9.54,R15.54,768898,1232,360,96.67
3:00,9.76,R15.76,717426,1667,360,80.00
3:00,10.22,R16.22,716312,1555,432,89.81
3:00,10.80,R16.8,716313,1039,216,100.00
3:00,11.37,R17.37,766209,1998,360,70.00
3:00,11.96,R17.96,717431,1465,288,87.50
3:00,12.21,R18.21,717434,1559,288,100.00
3:00,12.54,R18.54,717436,1662,288,100.00
3:00,12.77,R18.77,717439,1416,288,70.83
3:00,13.11,R19.11,717441,1230,288,0.00
3:00,13.41,R19.41,759980,1305,288,100.00
3:00,13.50,R19.5,768223,1475,288,70.83
3:00,14.21,R20.21,717443,1220,288,75.00
3:00,14.70,R20.7,773363,1283,288,100.00
4:00,0.11,6.12,716272,278,213,100.00
4:00,0.56,R6.56,716273,761,213,83.57
4:00,1.16,R7.16,717367,1879,355,63.38
4:00,1.55,R7.55,717369,1557,284,75.00
4:00,1.81,R7.81,718130,1367,284,100.00
4:00,2.27,R8.27,717376,1305,284,100.00
4:00,2.58,R8.58,717373,1282,284,100.00
4:00,3.11,R9.11,717379,1489,284,75.00
4:00,3.67,R9.67,717381,1530,284,100.00
4:00,4.13,R10.13,717383,1875,284,100.00
4:00,4.48,R10.48,717387,1389,284,100.00
4:00,5.03,R11.03,717390,1828,355,60.00
4:00,5.40,R11.4,773381,1725,355,100.00
4:00,5.78,R11.78,717393,1075,213,0.00
4:00,6.20,R12.2,717396,1707,355,96.62
4:00,6.57,R12.57,716296,2032,355,80.00
4:00,7.26,R13.26,717402,1643,284,100.00
4:00,7.69,R13.69,717406,2123,284,100.00
4:00,8.21,R14.21,765467,2169,355,100.00
4:00,8.59,R14.59,718326,2160,284,100.00
4:00,8.80,R14.8,717418,2263,284,100.00
4:00,9.22,R15.22,717420,2347,355,100.00
4:00,9.54,R15.54,768898,2069,355,96.62
4:00,9.76,R15.76,717426,2525,355,80.00
4:00,10.22,R16.22,716312,2479,426,91.08
4:00,10.80,R16.8,716313,1666,213,100.00
4:00,11.37,R17.37,766209,3178,355,70.14
4:00,11.96,R17.96,717431,2626,284,87.68
4:00,12.21,R18.21,717434,2684,284,100.00
4:00,12.54,R18.54,717436,2828,284,100.00
4:00,12.77,R18.77,717439,2157,284,70.77
4:00,13.11,R19.11,717441,1984,284,0.00
4:00,13.41,R19.41,759980,2298,284,100.00
4:00,13.50,R19.5,768223,2416,284,71.13
4:00,14.21,R20.21,717443,2106,284,75.00
4:00,14.70,R20.7,773363,2254,284,100.00
5:00,0.11,6.12,716272,589,216,100.00
5:00,0.56,R6.56,716273,1630,216,83.33
5:00,1.16,R7.16,717367,3538,360,63.33
5:00,1.55,R7.55,717369,3031,288,75.00
5:00,1.81,R7.81,718130,2939,288,100.00
5:00,2.27,R8.27,717376,2730,288,100.00
5:00,2.58,R8.58,717373,2691,288,100.00
5:00,3.11,R9.11,717379,2821,288,75.00
5:00,3.67,R9.67,717381,3055,288,100.00
5:00,4.13,R10.13,717383,3503,288,100.00
5:00,4.48,R10.48,717387,2610,288,100.00
5:00,5.03,R11.03,717390,3200,360,60.00
5:00,5.40,R11.4,773381,3195,360,100.00
5:00,5.78,R11.78,717393,2065,216,0.00
5:00,6.20,R12.2,717396,3289,360,96.67
5:00,6.57,R12.57,716296,3840,360,80.00
5:00,7.26,R13.26,717402,3005,288,100.00
5:00,7.69,R13.69,717406,4018,288,100.00
5:00,8.21,R14.21,765467,4188,360,100.00
5:00,8.59,R14.59,718326,4113,288,100.00
5:00,8.80,R14.8,717418,4301,288,100.00
5:00,9.22,R15.22,717420,4519,360,100.00
5:00,9.54,R15.54,768898,4132,360,96.67
5:00,9.76,R15.76,717426,4451,360,80.00
5:00,10.22,R16.22,716312,4847,432,91.67
5:00,10.80,R16.8,716313,3039,216,100.00
5:00,11.37,R17.37,766209,5485,360,70.00
5:00,11.96,R17.96,717431,4784,288,87.50
5:00,12.21,R18.21,717434,4756,288,100.00
5:00,12.54,R18.54,717436,4954,288,100.00
5:00,12.77,R18.77,717439,3721,288,70.83
5:00,13.11,R19.11,717441,3281,288,0.00
5:00,13.41,R19.41,759980,4071,288,100.00
5:00,13.50,R19.5,768223,4073,288,70.83
5:00,14.21,R20.21,717443,3748,288,75.00
5:00,14.70,R20.7,773363,4017,288,100.00
6:00,0.11,6.12,716272,1102,216,100.00
6:00,0.56,R6.56,716273,2258,216,83.33
6:00,1.16,R7.16,717367,4903,360,63.33
6:00,1.55,R7.55,717369,4234,288,75.00
6:00,1.81,R7.81,718130,4237,288,100.00
6:00,2.27,R8.27,717376,4037,288,100.00
6:00,2.58,R8.58,717373,3940,288,100.00
6:00,3.11,R9.11,717379,4077,288,75.00
6:00,3.67,R9.67,717381,4551,288,100.00
6:00,4.13,R10.13,717383,4410,288,100.00
6:00,4.48,R10.48,717387,4034,288,100.00
6:00,5.03,R11.03,717390,4615,360,60.00
6:00,5.40,R11.4,773381,4626,360,100.00
6:00,5.78,R11.78,717393,2820,216,0.00
6:00,6.20,R12.2,717396,4677,360,96.67
6:00,6.57,R12.57,716296,5333,360,80.00
6:00,7.26,R13.26,717402,4292,288,100.00
6:00,7.69,R13.69,717406,5471,288,100.00
6:00,8.21,R14.21,765467,5668,360,100.00
6:00,8.59,R14.59,718326,5485,288,100.00
6:00,8.80,R14.8,717418,5700,288,100.00
6:00,9.22,R15.22,717420,6098,360,100.00
6:00,9.54,R15.54,768898,5680,360,96.67
6:00,9.76,R15.76,717426,5649,360,79.72
6:00,10.22,R16.22,716312,6605,432,91.67
6:00,10.80,R16.8,716313,3505,216,100.00
6:00,11.37,R17.37,766209,6570,360,70.00
6:00,11.96,R17.96,717431,6125,288,87.50
6:00,12.21,R18.21,717434,6039,288,100.00
6:00,12.54,R18.54,717436,6167,288,100.00
6:00,12.77,R18.77,717439,5024,288,70.83
6:00,13.11,R19.11,717441,4673,288,0.00
6:00,13.41,R19.41,759980,5276,288,100.00
6:00,13.50,R19.5,768223,5221,288,70.83
6:00,14.21,R20.21,717443,5059,288,75.00
6:00,14.70,R20.7,773363,5190,288,100.00
7:00,0.11,6.12,716272,1590,216,100.00
7:00,0.56,R6.56,716273,3080,216,83.33
7:00,1.16,R7.16,717367,6120,360,63.33
7:00,1.55,R7.55,717369,5287,288,75.00
7:00,1.81,R7.81,718130,5308,288,100.00
7:00,2.27,R8.27,717376,5019,288,100.00
7:00,2.58,R8.58,717373,4932,288,100.00
7:00,3.11,R9.11,717379,5109,288,75.00
7:00,3.67,R9.67,717381,5806,288,100.00
7:00,4.13,R10.13,717383,5344,288,100.00
7:00,4.48,R10.48,717387,5026,288,100.00
7:00,5.03,R11.03,717390,5552,360,60.00
7:00,5.40,R11.4,773381,5637,360,100.00
7:00,5.78,R11.78,717393,3223,216,0.00
7:00,6.20,R12.2,717396,5647,360,96.67
7:00,6.57,R12.57,716296,6518,360,80.00
7:00,7.26,R13.26,717402,5363,288,100.00
7:00,7.69,R13.69,717406,6181,288,100.00
7:00,8.21,R14.21,765467,6381,360,100.00
7:00,8.59,R14.59,718326,5890,288,100.00
7:00,8.80,R14.8,717418,6164,288,100.00
7:00,9.22,R15.22,717420,6651,360,100.00
7:00,9.54,R15.54,768898,6291,360,96.67
7:00,9.76,R15.76,717426,5831,360,80.00
7:00,10.22,R16.22,716312,7140,432,91.67
7:00,10.80,R16.8,716313,3580,216,100.00
7:00,11.37,R17.37,766209,6685,360,70.00
7:00,11.96,R17.96,717431,6631,288,87.50
7:00,12.21,R18.21,717434,6561,288,100.00
7:00,12.54,R18.54,717436,6540,288,100.00
7:00,12.77,R18.77,717439,5625,288,70.83
7:00,13.11,R19.11,717441,5079,288,0.00
7:00,13.41,R19.41,759980,5316,288,100.00
7:00,13.50,R19.5,768223,5339,288,70.49
7:00,14.21,R20.21,717443,5212,288,75.00
7:00,14.70,R20.7,773363,5241,288,100.00
8:00,0.11,6.12,716272,1696,216,100.00
8:00,0.56,R6.56,716273,2887,216,83.33
8:00,1.16,R7.16,717367,5731,360,63.33
8:00,1.55,R7.55,717369,5084,288,75.00
8:00,1.81,R7.81,718130,5082,288,100.00
8:00,2.27,R8.27,717376,4804,288,100.00
8:00,2.58,R8.58,717373,4674,288,100.00
8:00,3.11,R9.11,717379,4846,288,75.00
8:00,3.67,R9.67,717381,5453,288,100.00
8:00,4.13,R10.13,717383,5123,288,100.00
8:00,4.48,R10.48,717387,4800,288,100.00
8:00,5.03,R11.03,717390,5302,360,60.00
8:00,5.40,R11.4,773381,5374,360,100.00
8:00,5.78,R11.78,717393,3033,216,0.00
8:00,6.20,R12.2,717396,5267,360,96.67
8:00,6.57,R12.57,716296,5999,360,80.00
8:00,7.26,R13.26,717402,5092,288,100.00
8:00,7.69,R13.69,717406,5872,288,100.00
8:00,8.21,R14.21,765467,6104,360,100.00
8:00,8.59,R14.59,718326,5493,288,100.00
8:00,8.80,R14.8,717418,5745,288,100.00
8:00,9.22,R15.22,717420,6238,360,100.00
8:00,9.54,R15.54,768898,5865,360,96.67
8:00,9.76,R15.76,717426,5466,360,80.00
8:00,10.22,R16.22,716312,6758,432,91.67
8:00,10.80,R16.8,716313,3484,216,100.00
8:00,11.37,R17.37,766209,6722,360,70.00
8:00,11.96,R17.96,717431,6690,288,87.50
8:00,12.21,R18.21,717434,6557,288,100.00
8:00,12.54,R18.54,717436,6563,288,100.00
8:00,12.77,R18.77,717439,5434,288,70.83
8:00,13.11,R19.11,717441,4945,288,0.00
8:00,13.41,R19.41,759980,5271,288,100.00
8:00,13.50,R19.5,768223,5266,288,70.83
8:00,14.21,R20.21,717443,5112,288,75.00
8:00,14.70,R20.7,773363,5195,288,100.00
9:00,0.11,6.12,716272,1334,216,100.00
9:00,0.56,R6.56,716273,2231,216,83.33
9:00,1.16,R7.16,717367,4944,360,63.33
9:00,1.55,R7.55,717369,4522,288,75.00
9:00,1.81,R7.81,718130,4482,288,100.00
9:00,2.27,R8.27,717376,4324,288,100.00
9:00,2.58,R8.58,717373,4224,288,100.00
9:00,3.11,R9.11,717379,4457,288,75.00
9:00,3.67,R9.67,717381,4981,288,100.00
9:00,4.13,R10.13,717383,4877,288,100.00
9:00,4.48,R10.48,717387,4533,288,100.00
9:00,5.03,R11.03,717390,5081,360,60.00
9:00,5.40,R11.4,773381,5183,360,100.00
9:00,5.78,R11.78,717393,3082,216,0.00
9:00,6.20,R12.2,717396,5121,360,96.67
9:00,6.57,R12.57,716296,5952,360,80.00
9:00,7.26,R13.26,717402,4931,288,100.00
9:00,7.69,R13.69,717406,5909,288,100.00
9:00,8.21,R14.21,765467,6056,360,100.00
9:00,8.59,R14.59,718326,5431,288,100.00
9:00,8.80,R14.8,717418,5654,288,100.00
9:00,9.22,R15.22,717420,6040,360,100.00
9:00,9.54,R15.54,768898,5529,360,96.67
9:00,9.76,R15.76,717426,5567,360,80.00
9:00,10.22,R16.22,716312,6529,432,91.67
9:00,10.80,R16.8,716313,3576,216,100.00
9:00,11.37,R17.37,766209,6843,360,70.00
9:00,11.96,R17.96,717431,6448,288,87.50
9:00,12.21,R18.21,717434,6348,288,100.00
9:00,12.54,R18.54,717436,6504,288,100.00
9:00,12.77,R18.77,717439,5100,288,70.83
9:00,13.11,R19.11,717441,4782,288,0.00
9:00,13.41,R19.41,759980,5272,288,100.00
9:00,13.50,R19.5,768223,5209,288,70.83
9:00,14.21,R20.21,717443,5204,288,75.00
9:00,14.70,R20.7,773363,5270,288,100.00
10:00,0.11,6.12,716272,1257,216,100.00
10:00,0.56,R6.56,716273,2011,216,81.94
10:00,1.16,R7.16,717367,4639,360,62.22
10:00,1.55,R7.55,717369,4385,288,75.00
10:00,1.81,R7.81,718130,4291,288,98.61
10:00,2.27,R8.27,717376,4253,288,100.00
10:00,2.58,R8.58,717373,4142,288,98.61
10:00,3.11,R9.11,717379,4459,288,73.61
10:00,3.67,R9.67,717381,4986,288,100.00
10:00,4.13,R10.13,717383,4833,288,100.00
10:00,4.48,R10.48,717387,4580,288,100.00
10:00,5.03,R11.03,717390,5112,360,60.00
10:00,5.40,R11.4,773381,5252,360,100.00
10:00,5.78,R11.78,717393,3168,216,0.00
10:00,6.20,R12.2,717396,5175,360,96.67
10:00,6.57,R12.57,716296,6096,360,80.00
10:00,7.26,R13.26,717402,5085,288,100.00
10:00,7.69,R13.69,717406,6022,288,100.00
10:00,8.21,R14.21,765467,6186,360,100.00
10:00,8.59,R14.59,718326,5500,288,100.00
10:00,8.80,R14.8,717418,5733,288,100.00
10:00,9.22,R15.22,717420,6136,360,100.00
10:00,9.54,R15.54,768898,5491,360,96.67
10:00,9.76,R15.76,717426,5712,360,80.00
10:00,10.22,R16.22,716312,6582,432,91.67
10:00,10.80,R16.8,716313,3534,216,100.00
10:00,11.37,R17.37,766209,6814,360,70.00
10:00,11.96,R17.96,717431,6250,288,87.50
10:00,12.21,R18.21,717434,6199,288,100.00
10:00,12.54,R18.54,717436,6399,288,100.00
10:00,12.77,R18.77,717439,4931,288,70.83
10:00,13.11,R19.11,717441,4659,288,0.00
10:00,13.41,R19.41,759980,5157,288,100.00
10:00,13.50,R19.5,768223,5147,288,70.83
10:00,14.21,R20.21,717443,5041,288,75.00
10:00,14.70,R20.7,773363,5156,288,100.00
11:00,0.11,6.12,716272,1436,216,100.00
11:00,0.56,R6.56,716273,2265,216,66.67
11:00,1.16,R7.16,717367,5052,360,50.00
11:00,1.55,R7.55,717369,4706,288,75.00
11:00,1.81,R7.81,718130,4426,288,83.33
11:00,2.27,R8.27,717376,4547,288,100.00
11:00,2.58,R8.58,717373,4326,288,83.33
11:00,3.11,R9.11,717379,4743,288,58.33
11:00,3.67,R9.67,717381,5436,288,100.00
11:00,4.13,R10.13,717383,5142,288,100.00
11:00,4.48,R10.48,717387,4970,288,100.00
11:00,5.03,R11.03,717390,5504,360,60.00
11:00,5.40,R11.4,773381,5677,360,100.00
11:00,5.78,R11.78,717393,3292,216,0.00
11:00,6.20,R12.2,717396,5495,360,96.67
11:00,6.57,R12.57,716296,6485,360,80.00
11:00,7.26,R13.26,717402,5384,288,100.00
11:00,7.69,R13.69,717406,6359,288,100.00
11:00,8.21,R14.21,765467,6625,360,100.00
11:00,8.59,R14.59,718326,5855,288,100.00
11:00,8.80,R14.8,717418,6086,288,100.00
11:00,9.22,R15.22,717420,6480,360,100.00
11:00,9.54,R15.54,768898,5843,360,96.67
11:00,9.76,R15.76,717426,6103,360,80.00
11:00,10.22,R16.22,716312,7108,432,91.67
11:00,10.80,R16.8,716313,3819,216,100.00
11:00,11.37,R17.37,766209,7164,360,70.00
11:00,11.96,R17.96,717431,6562,288,87.50
11:00,12.21,R18.21,717434,6504,288,100.00
11:00,12.54,R18.54,717436,6696,288,100.00
11:00,12.77,R18.77,717439,5146,288,70.83
11:00,13.11,R19.11,717441,4869,288,0.00
11:00,13.41,R19.41,759980,5419,288,100.00
11:00,13.50,R19.5,768223,5403,288,70.83
11:00,14.21,R20.21,717443,5316,288,75.00
11:00,14.70,R20.7,773363,5416,288,100.00
12:00,0.11,6.12,716272,1656,213,100.00
12:00,0.56,R6.56,716273,2664,216,72.22
12:00,1.16,R7.16,717367,5277,355,53.80
12:00,1.55,R7.55,717369,5018,288,75.00
12:00,1.81,R7.81,718130,4820,284,88.73
12:00,2.27,R8.27,717376,4795,284,100.00
12:00,2.58,R8.58,717373,4655,288,88.89
12:00,3.11,R9.11,717379,4945,284,63.38
12:00,3.67,R9.67,717381,5612,284,100.00
12:00,4.13,R10.13,717383,5188,284,100.00
12:00,4.48,R10.48,717387,5171,288,100.00
12:00,5.03,R11.03,717390,5696,355,60.00
12:00,5.40,R11.4,773381,5861,355,100.00
12:00,5.78,R11.78,717393,3421,213,0.00
12:00,6.20,R12.2,717396,5877,360,96.67
12:00,6.57,R12.57,716296,6799,360,78.89
12:00,7.26,R13.26,717402,5679,288,100.00
12:00,7.69,R13.69,717406,6563,284,100.00
12:00,8.21,R14.21,765467,6823,355,98.59
12:00,8.59,R14.59,718326,6018,288,100.00
12:00,8.80,R14.8,717418,6201,284,100.00
12:00,9.22,R15.22,717420,6695,360,98.61
12:00,9.54,R15.54,768898,6072,355,95.49
12:00,9.76,R15.76,717426,6309,360,78.89
12:00,10.22,R16.22,716312,7310,426,90.14
12:00,10.80,R16.8,716313,3941,213,98.59
12:00,11.37,R17.37,766209,7300,355,69.86
12:00,11.96,R17.96,717431,6744,284,87.68
12:00,12.21,R18.21,717434,6757,288,100.00
12:00,12.54,R18.54,717436,6852,284,100.00
12:00,12.77,R18.77,717439,5396,288,70.83
12:00,13.11,R19.11,717441,5014,284,0.00
12:00,13.41,R19.41,759980,5494,284,100.00
12:00,13.50,R19.5,768223,5495,288,70.83
12:00,14.21,R20.21,717443,5476,288,75.00
12:00,14.70,R20.7,773363,5472,284,100.00
13:00,0.11,6.12,716272,1922,216,100.00
13:00,0.56,R6.56,716273,3261,216,83.33
13:00,1.16,R7.16,717367,5948,360,63.33
13:00,1.55,R7.55,717369,5491,288,75.00
13:00,1.81,R7.81,718130,5523,288,100.00
13:00,2.27,R8.27,717376,5360,288,100.00
13:00,2.58,R8.58,717373,5166,288,100.00
13:00,3.11,R9.11,717379,5349,288,72.92
13:00,3.67,R9.67,717381,6172,288,100.00
13:00,4.13,R10.13,717383,5632,288,100.00
13:00,4.48,R10.48,717387,5654,288,100.00
13:00,5.03,R11.03,717390,6166,360,60.00
13:00,5.40,R11.4,773381,6568,360,100.00
13:00,5.78,R11.78,717393,3580,216,0.00
13:00,6.20,R12.2,717396,6322,360,96.67
13:00,6.57,R12.57,716296,7296,360,80.00
13:00,7.26,R13.26,717402,6119,288,100.00
13:00,7.69,R13.69,717406,6907,288,100.00
13:00,8.21,R14.21,765467,7262,360,100.00
13:00,8.59,R14.59,718326,6408,288,100.00
13:00,8.80,R14.8,717418,6672,288,100.00
13:00,9.22,R15.22,717420,7121,360,100.00
13:00,9.54,R15.54,768898,6652,360,96.67
13:00,9.76,R15.76,717426,6637,360,80.00
13:00,10.22,R16.22,716312,7835,432,91.67
13:00,10.80,R16.8,716313,4154,216,100.00
13:00,11.37,R17.37,766209,7494,360,70.00
13:00,11.96,R17.96,717431,6997,288,87.50
13:00,12.21,R18.21,717434,6943,288,100.00
13:00,12.54,R18.54,717436,7141,288,100.00
13:00,12.77,R18.77,717439,5824,288,70.83
13:00,13.11,R19.11,717441,5410,288,0.00
13:00,13.41,R19.41,759980,5801,288,100.00
13:00,13.50,R19.5,768223,5679,288,70.49
13:00,14.21,R20.21,717443,5627,288,75.00
13:00,14.70,R20.7,773363,5730,288,100.00
14:00,0.11,6.12,716272,2121,216,100.00
14:00,0.56,R6.56,716273,3509,216,83.33
14:00,1.16,R7.16,717367,5930,360,63.33
14:00,1.55,R7.55,717369,5442,288,75.00
14:00,1.81,R7.81,718130,5469,288,100.00
14:00,2.27,R8.27,717376,5191,288,100.00
14:00,2.58,R8.58,717373,5025,288,100.00
14:00,3.11,R9.11,717379,5277,288,75.00
14:00,3.67,R9.67,717381,6121,288,100.00
14:00,4.13,R10.13,717383,5595,288,100.00
14:00,4.48,R10.48,717387,5518,288,100.00
14:00,5.03,R11.03,717390,5880,360,60.00
14:00,5.40,R11.4,773381,6912,360,100.00
14:00,5.78,R11.78,717393,3173,216,0.00
14:00,6.20,R12.2,717396,6002,360,96.67
14:00,6.57,R12.57,716296,7033,360,80.00
14:00,7.26,R13.26,717402,6079,288,100.00
14:00,7.69,R13.69,717406,6706,288,100.00
14:00,8.21,R14.21,765467,7238,360,100.00
14:00,8.59,R14.59,718326,6317,288,100.00
14:00,8.80,R14.8,717418,6594,288,100.00
14:00,9.22,R15.22,717420,7068,360,100.00
14:00,9.54,R15.54,768898,6743,360,96.67
14:00,9.76,R15.76,717426,6443,360,80.00
14:00,10.22,R16.22,716312,7803,432,91.67
14:00,10.80,R16.8,716313,3955,216,100.00
14:00,11.37,R17.37,766209,7256,360,70.00
14:00,11.96,R17.96,717431,6858,288,87.50
14:00,12.21,R18.21,717434,6760,288,100.00
14:00,12.54,R18.54,717436,6868,288,100.00
14:00,12.77,R18.77,717439,5756,288,70.49
14:00,13.11,R19.11,717441,5272,288,0.00
14:00,13.41,R19.41,759980,5620,288,100.00
14:00,13.50,R19.5,768223,5452,288,70.49
14:00,14.21,R20.21,717443,5585,288,75.00
14:00,14.70,R20.7,773363,5572,288,100.00
15:00,0.11,6.12,716272,2311,216,100.00
15:00,0.56,R6.56,716273,3556,216,83.33
15:00,1.16,R7.16,717367,5629,360,63.33
15:00,1.55,R7.55,717369,5007,288,75.00
15:00,1.81,R7.81,718130,5054,288,100.00
15:00,2.27,R8.27,717376,4700,288,100.00
15:00,2.58,R8.58,717373,4517,288,100.00
15:00,3.11,R9.11,717379,4724,288,75.00
15:00,3.67,R9.67,717381,5494,288,100.00
15:00,4.13,R10.13,717383,5363,288,100.00
15:00,4.48,R10.48,717387,4886,288,100.00
15:00,5.03,R11.03,717390,5480,360,60.00
15:00,5.40,R11.4,773381,6978,360,100.00
15:00,5.78,R11.78,717393,3096,216,0.00
15:00,6.20,R12.2,717396,6001,360,96.67
15:00,6.57,R12.57,716296,7188,360,80.00
15:00,7.26,R13.26,717402,6194,288,100.00
15:00,7.69,R13.69,717406,6723,288,100.00
15:00,8.21,R14.21,765467,7174,360,100.00
